Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,PassengerNum,GroupId,CabinNum,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_False,CryoSleep_True,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_False,VIP_True,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S,Transported
-0.012658227848101333,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.3924050632911392,-0.9847839743142319,-0.9993962365411062,-0.9978716158692321,-0.9509996429846483,-0.9963535407947623,-0.9999999999999999,-0.9997844595322772,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.4683544303797469,-0.9939973476652474,-0.7601046523328749,-1.0,-0.4006604784005712,-0.9959391704305308,-0.9999999999999999,-0.9995689190645545,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.16455696202531644,-1.0,-0.9139301646932546,-0.968414779499404,-0.702873973580864,-0.9840053039406622,-0.7142857142857142,-0.9995689190645545,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.5949367088607596,-0.9577022405248831,-0.9953040619863818,-0.9871445598501618,-0.9495715815780078,-0.9998342518543074,-0.9999999999999999,-0.9993533785968316,-0.9989440337909187,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.11392405063291133,-1.0,-0.9675980277060343,-1.0,-0.9740271331667262,-1.0,-0.9999999999999999,-0.9991378381291088,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.3417721518987342,-0.9941369442311719,-0.8967564485291651,-0.9997445939043078,-1.0,-1.0,-0.9999999999999999,-0.998922297661386,-0.9978880675818373,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.2911392405063291,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857142,-0.998922297661386,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.11392405063291144,-1.0,-0.94733840941871,-0.9985526987910778,-0.9807211710103534,-1.0,-0.9999999999999999,-0.9987067571936632,-0.996832101372756,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.6455696202531646,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9984912167259403,-0.9989440337909187,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
